Sigla;Código;Município;Renda familiar - per capita - média (1991);Alfabetizados - pessoas 15 anos e mais (1991);
MG;3148608;Peçanha;0,44;58,111;
MG;3148707;Pedra Azul;0,51;61,568;
MG;3148756;Pedra Bonita;;68,491;
MG;3148806;Pedra do Anta;0,42;73,767;
MG;3148905;Pedra do Indaiá;0,79;79,187;
MG;3149002;Pedra Dourada;0,57;71,783;
MG;3149101;Pedralva;0,75;82,751;
MG;3149150;Pedras de Maria da Cruz;;57,961;
MG;3149200;Pedrinópolis;0,8;79,251;
MG;3149309;Pedro Leopoldo;1,13;88,517;
MG;3149408;Pedro Teixeira;0,43;78,289;
MG;3149507;Pequeri;0,97;84,837;
MG;3149606;Pequi;1,12;85,149;
MG;3149705;Perdigão;0,83;85,503;
MG;3149804;Perdizes;1,25;82,317;
MG;3149903;Perdões;0,83;83,002;
MG;3149952;Periquito;;65,745;
MG;3150000;Pescador;0,45;65,581;
MG;3150109;Piau;0,67;75,994;
MG;3150158;Piedade de Caratinga;;65,951;
MG;3150208;Piedade de Ponte Nova;0,69;69,064;
MG;3150307;Piedade do Rio Grande;0,52;74,293;
MG;3150406;Piedade dos Gerais;0,45;70,883;
MG;3150505;Pimenta;0,91;82,169;
MG;3150539;Pingo-d'Água;;69,113;
MG;3150570;Pintópolis;;60,392;
MG;3150604;Piracema;0,44;79,213;
MG;3150703;Pirajuba;1,21;84,306;
MG;3150802;Piranga;0,34;68,601;
MG;3150901;Piranguçu;0,73;72,226;
MG;3151008;Piranguinho;0,62;82,187;
MG;3151107;Pirapetinga;0,66;80,216;
MG;3151206;Pirapora;0,95;84,78;
MG;3151305;Piraúba;0,59;79,955;
MG;3151404;Pitangui;0,92;86,31;
MG;3151503;Piumhi;1,19;84,534;
MG;3151602;Planura;1,36;83,219;
MG;3151701;Poço Fundo;1,03;85,387;
MG;3151800;Poços de Caldas;1,69;91,216;
MG;3151909;Pocrane;0,38;67,577;
MG;3152006;Pompéu;0,87;78,132;
MG;3152105;Ponte Nova;0,97;84,407;
MG;3152131;Ponto Chique;;63,647;
MG;3152170;Ponto dos Volantes;;44,671;
MG;3152204;Porteirinha;0,37;58,295;
MG;3152303;Porto Firme;0,41;70,619;
MG;3152402;Poté;0,34;51,862;
MG;3152501;Pouso Alegre;1,58;89,289;
MG;3152600;Pouso Alto;0,78;80,043;
MG;3152709;Prados;0,52;86,169;
MG;3152808;Prata;1,07;83,94;
MG;3152907;Pratápolis;0,86;84,221;
MG;3153004;Pratinha;1,08;76,251;
MG;3153103;Presidente Bernardes;0,46;75,677;
MG;3153202;Presidente Juscelino;0,43;68,993;
MG;3153301;Presidente Kubitschek;0,44;75,149;
MG;3153400;Presidente Olegário;0,6;79,047;
MG;3153509;Alto Jequitibá;0,63;78,25;
MG;3153608;Prudente de Morais;0,61;86,088;
MG;3153707;Quartel Geral;0,59;74,31;
MG;3153806;Queluzito;0,47;79,768;
MG;3153905;Raposos;0,88;86,857;
MG;3154002;Raul Soares;0,53;72,224;
MG;3154101;Recreio;1,25;81,528;
MG;3154150;Reduto;;72,322;
MG;3154200;Resende Costa;0,69;88,198;
MG;3154309;Resplendor;0,65;72,895;
MG;3154408;Ressaquinha;0,52;80,323;
MG;3154457;Riachinho;;69,254;
MG;3154507;Riacho dos Machados;0,36;57,94;
MG;3154606;Ribeirão das Neves;0,7;84,606;
MG;3154705;Ribeirão Vermelho;1;89,583;
MG;3154804;Rio Acima;0,58;85,972;
MG;3154903;Rio Casca;0,72;78,15;
MG;3155009;Rio Doce;0,55;77,865;
MG;3155108;Rio do Prado;0,29;52,643;
MG;3155207;Rio Espera;0,38;74,049;
MG;3155306;Rio Manso;0,49;71,92;
MG;3155405;Rio Novo;0,75;82,124;
MG;3155504;Rio Paranaíba;0,87;80,327;
MG;3155603;Rio Pardo de Minas;0,35;45,58;
MG;3155702;Rio Piracicaba;0,79;84,246;
MG;3155801;Rio Pomba;0,9;79,509;
MG;3155900;Rio Preto;0,72;78,89;
MG;3156007;Rio Vermelho;0,4;54,379;
MG;3156106;Ritápolis;0,55;84,217;
MG;3156205;Rochedo de Minas;0,56;78,142;
MG;3156304;Rodeiro;0,48;77,49;
MG;3156403;Romaria;0,96;84,561;
MG;3156452;Rosário da Limeira;;69,713;
MG;3156502;Rubelita;0,3;58,986;
MG;3156601;Rubim;0,49;60,24;
MG;3156700;Sabará;0,94;88,512;
MG;3156809;Sabinópolis;0,62;69,07;
MG;3156908;Sacramento;1;84,948;
MG;3157005;Salinas;0,42;66,503;
MG;3157104;Salto da Divisa;0,8;50,731;
MG;3157203;Santa Bárbara;0,8;85,429;
MG;3157252;Santa Bárbara do Leste;;72,713;
MG;3157278;Santa Bárbara do Monte Verde;;68,002;
MG;3157302;Santa Bárbara do Tugúrio;0,43;68,15;
MG;3157336;Santa Cruz de Minas;;85,014;
MG;3157377;Santa Cruz de Salinas;;51,779;
MG;3157401;Santa Cruz do Escalvado;0,33;68,976;
MG;3157500;Santa Efigênia de Minas;0,36;59,321;
MG;3157609;Santa Fé de Minas;0,39;63,037;
MG;3157658;Santa Helena de Minas;;44,756;
MG;3157708;Santa Juliana;1,24;87,148;
MG;3157807;Santa Luzia;0,82;89,078;
MG;3157906;Santa Margarida;0,64;73,327;
MG;3158003;Santa Maria de Itabira;0,47;70,831;
MG;3158102;Santa Maria do Salto;0,32;51,988;
MG;3158201;Santa Maria do Suaçuí;0,66;55,521;
MG;3158300;Santana da Vargem;0,95;80,482;
MG;3158409;Santana de Cataguases;0,52;79,389;
MG;3158508;Santana de Pirapama;0,49;68,907;
MG;3158607;Santana do Deserto;0,64;80,026;
MG;3158706;Santana do Garambéu;0,49;66,757;
MG;3158805;Santana do Jacaré;0,87;69,875;
MG;3158904;Santana do Manhuaçu;0,52;67,605;
MG;3158953;Santana do Paraíso;;73,64;
MG;3159001;Santana do Riacho;0,52;68,762;
MG;3159100;Santana dos Montes;0,39;82,595;
MG;3159209;Santa Rita de Caldas;0,81;83,711;
MG;3159308;Santa Rita de Jacutinga;0,68;79,785;
MG;3159357;Santa Rita de Minas;;69,159;
MG;3159407;Santa Rita de Ibitipoca;0,32;69,649;
MG;3159506;Santa Rita do Itueto;0,41;63,188;
MG;3159605;Santa Rita do Sapucaí;1,22;81,67;
MG;3159704;Santa Rosa da Serra;0,54;73,465;
MG;3159803;Santa Vitória;0,84;77,303;
MG;3159902;Santo Antônio do Amparo;0,66;75,242;
MG;3160009;Santo Antônio do Aventureiro;0,52;76,732;
MG;3160108;Santo Antônio do Grama;0,55;74,888;
MG;3160207;Santo Antônio do Itambé;0,28;52,553;
MG;3160306;Santo Antônio do Jacinto;0,3;45,193;
MG;3160405;Santo Antônio do Monte;1;82,641;
MG;3160454;Santo Antônio do Retiro;;35,466;
MG;3160504;Santo Antônio do Rio Abaixo;0,37;72,784;
MG;3160603;Santo Hipólito;0,49;68,11;
MG;3160702;Santos Dumont;0,87;84,221;
MG;3160801;São Bento Abade;0,62;73,362;
MG;3160900;São Brás do Suaçuí;0,65;84,732;
MG;3160959;São Domingos das Dores;;71,817;
MG;3161007;São Domingos do Prata;0,64;83,181;
MG;3161056;São Félix de Minas;;54,996;
MG;3161106;São Francisco;0,36;64,43;
MG;3161205;São Francisco de Paula;0,43;73,714;
MG;3161304;São Francisco de Sales;1,04;81,223;
MG;3161403;São Francisco do Glória;0,57;71,325;
MG;3161502;São Geraldo;0,5;73,045;
MG;3161601;São Geraldo da Piedade;0,34;60,243;
MG;3161650;São Geraldo do Baixio;;63,783;
MG;3161700;São Gonçalo do Abaeté;0,64;80,114;
MG;3161809;São Gonçalo do Pará;0,75;85,461;
MG;3161908;São Gonçalo do Rio Abaixo;0,7;74,934;
MG;3162005;São Gonçalo do Sapucaí;0,94;80,835;
MG;3162104;São Gotardo;1,1;82,585;
MG;3162203;São João Batista do Glória;1,03;79,574;
MG;3162252;São João da Lagoa;;66,511;
MG;3162302;São João da Mata;0,94;81,724;
MG;3162401;São João da Ponte;0,28;45,722;
MG;3162450;São João das Missões;;43,572;
MG;3162500;São João del Rei;1,07;90,838;
MG;3162559;São João do Manhuaçu;;70,337;
MG;3162575;São João do Manteninha;;59,949;
MG;3162609;São João do Oriente;0,57;69,558;
MG;3162658;São João do Pacuí;;64,674;
MG;3162708;São João do Paraíso;0,36;40,126;
MG;3162807;São João Evangelista;0,62;69,531;
MG;3162906;São João Nepomuceno;0,96;87,182;
MG;3162922;São Joaquim de Bicas;;78,417;
MG;3162948;São José da Barra;;87,746;
MG;3162955;São José da Lapa;;86,692;
MG;3163003;São José da Safira;0,55;61,984;
MG;3163102;São José da Varginha;0,89;86,842;
MG;3163201;São José do Alegre;0,67;85,057;
MG;3163300;São José do Divino;0,38;58,638;
MG;3163409;São José do Goiabal;0,56;76,007;
MG;3163508;São José do Jacuri;0,35;56,92;
MG;3163607;São José do Mantimento;0,31;63,105;
MG;3163706;São Lourenço;1,22;89,657;
MG;3163805;São Miguel do Anta;0,5;72,582;
MG;3163904;São Pedro da União;0,57;76,16;
MG;3164001;São Pedro dos Ferros;0,52;70,65;
MG;3164100;São Pedro do Suaçuí;0,33;65,428;
MG;3164209;São Romão;0,46;64,376;
MG;3164308;São Roque de Minas;1,01;80,329;
MG;3164407;São Sebastião da Bela Vista;1,01;72,653;
MG;3164431;São Sebastião da Vargem Alegre;;71,595;
MG;3164472;São Sebastião do Anta;;58,371;
MG;3164506;São Sebastião do Maranhão;0,32;55,46;
MG;3164605;São Sebastião do Oeste;0,57;82,834;
MG;3164704;São Sebastião do Paraíso;1,24;85,478;
MG;3164803;São Sebastião do Rio Preto;0,2;68,203;
MG;3164902;São Sebastião do Rio Verde;0,64;83,294;
MG;3165008;São Tiago;0,6;83,321;
MG;3165107;São Tomás de Aquino;0,82;78,412;
MG;3165206;São Thomé das Letras;0,53;68,654;
MG;3165305;São Vicente de Minas;0,88;81,351;
MG;3165404;Sapucaí-Mirim;0,65;73,81;
MG;3165503;Sardoá;0,43;63,6;
MG;3165537;Sarzedo;;82,671;
MG;3165552;Setubinha;;36,878;
MG;3165560;Sem-Peixe;;76,481;
MG;3165578;Senador Amaral;;75,569;
MG;3165602;Senador Cortes;0,46;76,281;
MG;3165701;Senador Firmino;0,55;80,158;
MG;3165800;Senador José Bento;0,98;82,005;
MG;3165909;Senador Modestino Gonçalves;0,33;56,165;
MG;3166006;Senhora de Oliveira;0,33;73,314;
MG;3166105;Senhora do Porto;0,39;63,38;
MG;3166204;Senhora dos Remédios;0,34;75,4;
MG;3166303;Sericita;0,46;68,155;
MG;3166402;Seritinga;0,61;79,948;
MG;3166501;Serra Azul de Minas;0,31;58,387;
MG;3166600;Serra da Saudade;0,63;68,336;
MG;3166709;Serra dos Aimorés;0,66;65,224;
MG;3166808;Serra do Salitre;1,02;83,145;
MG;3166907;Serrania;0,95;78;
MG;3166956;Serranópolis de Minas;;60,118;
MG;3167004;Serranos;0,55;73,417;
MG;3167103;Serro;0,51;65,527;
MG;3167202;Sete Lagoas;1,12;90,165;
MG;3167301;Silveirânia;0,56;81,575;
MG;3167400;Silvianópolis;0,86;75,559;
MG;3167509;Simão Pereira;0,5;79,35;
MG;3167608;Simonésia;0,36;67,665;
MG;3167707;Sobrália;0,41;69,738;
MG;3167806;Soledade de Minas;0,72;84,359;
MG;3167905;Tabuleiro;0,52;75,477;
MG;3168002;Taiobeiras;0,51;65,179;
MG;3168051;Taparuba;;64,944;
MG;3168101;Tapira;1,2;84,441;
MG;3168200;Tapiraí;0,47;82,349;
MG;3168309;Taquaraçu de Minas;0,75;78,394;
MG;3168408;Tarumirim;0,4;68,068;
MG;3168507;Teixeiras;0,6;76,291;
MG;3168606;Teófilo Otoni;0,85;74,193;
MG;3168705;Timóteo;1,24;90,06;
MG;3168804;Tiradentes;0,58;84,669;
MG;3168903;Tiros;0,78;78,701;
MG;3169000;Tocantins;0,84;79,47;
MG;3169059;Tocos do Moji;;82,302;
MG;3169109;Toledo;0,87;71,709;
MG;3169208;Tombos;0,82;77,664;
MG;3169307;Três Corações;1,21;84,359;
MG;3169356;Três Marias;0,85;85,481;
MG;3169406;Três Pontas;1,01;82,108;
MG;3169505;Tumiritinga;0,76;64,765;
MG;3169604;Tupaciguara;1,18;82,457;
MG;3169703;Turmalina;0,44;66,553;
MG;3169802;Turvolândia;0,73;78,197;
MG;3169901;Ubá;0,97;84,839;
MG;3170008;Ubaí;0,45;58,983;
MG;3170057;Ubaporanga;;70,285;
MG;3170107;Uberaba;1,57;90,341;
MG;3170206;Uberlândia;1,73;91,497;
MG;3170305;Umburatiba;0,38;54,402;
MG;3170404;Unaí;0,83;79,17;
MG;3170438;União de Minas;;71,485;
MG;3170479;Uruana de Minas;;65,703;
MG;3170503;Urucânia;0,55;72,157;
MG;3170529;Urucuia;;62,543;
MG;3170578;Vargem Alegre;;68,302;
MG;3170602;Vargem Bonita;0,73;84,981;
MG;3170651;Vargem Grande do Rio Pardo;;47,238;
MG;3170701;Varginha;1,69;89,687;
MG;3170750;Varjão de Minas;;83,062;
MG;3170800;Várzea da Palma;0,64;75,867;
MG;3170909;Varzelândia;0,3;47,93;
MG;3171006;Vazante;0,91;84,78;
MG;3171030;Verdelândia;;45,115;
MG;3171071;Veredinha;;51,258;
MG;3171105;Veríssimo;1,04;85,681;
MG;3171154;Vermelho Novo;;70,928;
MG;3171204;Vespasiano;0,79;83,304;
MG;3171303;Viçosa;1,27;87,847;
MG;3171402;Vieiras;0,33;74,74;
MG;3171501;Mathias Lobato;0,45;65,033;
MG;3171600;Virgem da Lapa;0,4;54,308;
MG;3171709;Virgínia;0,49;76,056;
MG;3171808;Virginópolis;0,49;78,05;
MG;3171907;Virgolândia;0,58;64,528;
MG;3172004;Visconde do Rio Branco;0,83;80,515;
MG;3172103;Volta Grande;0,74;74,331;
MG;3172202;Wenceslau Braz;0,55;82,708;
MS;5000203;Água Clara;0,86;77,531;
MS;5000252;Alcinópolis;;74,835;
MS;5000609;Amambaí;1,01;77,268;
MS;5000708;Anastácio;0,65;77,29;
MS;5000807;Anaurilândia;0,86;73,043;
MS;5000856;Angélica;0,65;75,013;
MS;5000906;Antônio João;0,65;78,699;
MS;5001003;Aparecida do Taboado;1,03;76,003;
MS;5001102;Aquidauana;0,97;81,498;
MS;5001243;Aral Moreira;0,87;72,778;
MS;5001508;Bandeirantes;1,15;81,448;
MS;5001904;Bataguassu;0,98;74,621;
MS;5002001;Batayporã;0,79;73,68;
MS;5002100;Bela Vista;1,15;83,598;
MS;5002159;Bodoquena;0,55;74,487;
MS;5002209;Bonito;0,91;77,45;
MS;5002308;Brasilândia;0,9;73,784;
MS;5002407;Caarapó;0,96;73,672;
MS;5002605;Camapuã;1,21;80,513;
MS;5002704;Campo Grande;1,83;91,02;
MS;5002803;Caracol;0,55;80,594;
MS;5002902;Cassilândia;1,51;79,208;
MS;5002951;Chapadão do Sul;1,68;89,31;
MS;5003108;Corguinho;0,64;75,294;
MS;5003157;Coronel Sapucaia;0,7;69,786;
MS;5003207;Corumbá;1,05;86,337;
MS;5003256;Costa Rica;0,89;78,119;
MS;5003306;Coxim;0,98;76,669;
MS;5003454;Deodápolis;0,7;74,952;
MS;5003488;Dois Irmãos do Buriti;0,57;71,578;
MS;5003504;Douradina;0,99;74,675;
MS;5003702;Dourados;1,28;86,07;
MS;5003751;Eldorado;0,8;72,609;
MS;5003801;Fátima do Sul;1,1;78,145;
MS;5003900;Figueirão;;;
MS;5004007;Glória de Dourados;0,78;77,423;
MS;5004106;Guia Lopes da Laguna;0,69;76,744;
MS;5004304;Iguatemi;0,98;75,396;
MS;5004403;Inocência;1,63;72,365;
MS;5004502;Itaporã;0,87;77,238;
MS;5004601;Itaquiraí;0,64;68,253;
MS;5004700;Ivinhema;0,68;78,882;
MS;5004809;Japorã;;67,116;
MS;5004908;Jaraguari;0,82;74,59;
MS;5005004;Jardim;1;84,443;
MS;5005103;Jateí;0,58;65,495;
MS;5005152;Juti;0,56;66,991;
MS;5005202;Ladário;0,72;88,248;
MS;5005251;Laguna Carapã;;73,852;
MS;5005400;Maracaju;1,28;83,659;
MS;5005608;Miranda;0,75;75,336;
MS;5005681;Mundo Novo;0,85;82,639;
MS;5005707;Naviraí;1,04;77,672;
MS;5005806;Nioaque;0,67;72,471;
MS;5006002;Nova Alvorada do Sul;;78,076;
MS;5006200;Nova Andradina;0,99;82,576;
MS;5006259;Novo Horizonte do Sul;;69,247;
MS;5006275;Paraíso das Águas;;;
MS;5006309;Paranaíba;1,28;77,704;
MS;5006358;Paranhos;0,88;73,895;
MS;5006408;Pedro Gomes;0,85;68,708;
MS;5006606;Ponta Porã;1,4;86,82;
MS;5006903;Porto Murtinho;0,61;74,958;
MS;5007109;Ribas do Rio Pardo;1,05;73,85;
MS;5007208;Rio Brilhante;1,31;80,446;
MS;5007307;Rio Negro;0,67;72,118;
MS;5007406;Rio Verde de Mato Grosso;0,83;77,352;
MS;5007505;Rochedo;0,68;69,874;
MS;5007554;Santa Rita do Pardo;0,77;72,753;
MS;5007695;São Gabriel do Oeste;1,61;87,524;
MS;5007703;Sete Quedas;0,82;81,578;
MS;5007802;Selvíria;0,94;72,218;
MS;5007901;Sidrolândia;1,03;81,636;
MS;5007935;Sonora;1,14;76,415;
MS;5007950;Tacuru;0,67;68,1;
MS;5007976;Taquarussu;0,75;72,746;
MS;5008008;Terenos;0,78;80,926;
MS;5008305;Três Lagoas;1,2;83,852;
MS;5008404;Vicentina;0,54;73,57;
MT;5100102;Acorizal;0,51;65,257;
MT;5100201;Água Boa;0,94;77,732;
MT;5100250;Alta Floresta;0,81;80,465;
MT;5100300;Alto Araguaia;1,03;78,025;
MT;5100359;Alto Boa Vista;;67,894;
MT;5100409;Alto Garças;0,85;81,683;
MT;5100508;Alto Paraguai;0,58;73,182;
MT;5100607;Alto Taquari;0,98;85,254;
MT;5100805;Apiacás;2,42;78,711;
MT;5101001;Araguaiana;0,83;73,333;
MT;5101209;Araguainha;1;70,281;
MT;5101258;Araputanga;1,06;79,233;
MT;5101308;Arenápolis;0,77;78,416;
MT;5101407;Aripuanã;1,06;73,209;
MT;5101605;Barão de Melgaço;0,42;59,043;
MT;5101704;Barra do Bugres;0,93;71,978;
MT;5101803;Barra do Garças;1,22;84,961;
MT;5101852;Bom Jesus do Araguaia;;;
MT;5101902;Brasnorte;1,18;78,564;
MT;5102504;Cáceres;0,75;77,433;
MT;5102603;Campinápolis;0,67;66,982;
MT;5102637;Campo Novo do Parecis;1,58;87,223;
MT;5102678;Campo Verde;1,64;84,493;
MT;5102686;Campos de Júlio;;92,617;
MT;5102694;Canabrava do Norte;;63,981;
MT;5102702;Canarana;1,29;86,108;
MT;5102793;Carlinda;;69,171;
MT;5102850;Castanheira;0,81;79,532;
MT;5103007;Chapada dos Guimarães;0,81;69,15;
MT;5103056;Cláudia;1,37;83,425;
MT;5103106;Cocalinho;0,76;67,773;
MT;5103205;Colíder;0,73;76,364;
MT;5103254;Colniza;;;
MT;5103304;Comodoro;0,97;77,35;
MT;5103353;Confresa;;65,039;
MT;5103361;Conquista D'Oeste;;;
MT;5103379;Cotriguaçu;;90,038;
MT;5103403;Cuiabá;1,79;90,038;
MT;5103437;Curvelândia;;;
MT;5103452;Denise;0,64;65,92;
MT;5103502;Diamantino;1,78;83,561;
MT;5103601;Dom Aquino;0,75;76,238;
MT;5103700;Feliz Natal;;70,936;
MT;5103809;Figueirópolis D'Oeste;0,75;71,955;
MT;5103858;Gaúcha do Norte;;60,359;
MT;5103908;General Carneiro;0,45;75,363;
MT;5103957;Glória D'Oeste;;75,813;
MT;5104104;Guarantã do Norte;1,03;80,927;
MT;5104203;Guiratinga;0,94;78,074;
MT;5104500;Indiavaí;0,94;77,038;
MT;5104526;Ipiranga do Norte;;;
MT;5104542;Itanhangá;;;
MT;5104559;Itaúba;0,94;76,86;
MT;5104609;Itiquira;0,72;74,467;
MT;5104807;Jaciara;1,09;82,421;
MT;5104906;Jangada;0,54;54,281;
MT;5105002;Jauru;0,49;66,48;
MT;5105101;Juara;0,84;78,58;
MT;5105150;Juína;1,2;82,78;
MT;5105176;Juruena;1,34;86,526;
MT;5105200;Juscimeira;1,05;72,202;
MT;5105234;Lambari D'Oeste;;66,329;
MT;5105259;Lucas do Rio Verde;1,77;92,497;
MT;5105309;Luciára;0,87;74,72;
MT;5105507;Vila Bela da Santíssima Trindade;0,79;75,929;
MT;5105580;Marcelândia;1,23;77,78;
MT;5105606;Matupá;1,42;85,637;
MT;5105622;Mirassol d'Oeste;1,2;77,291;
MT;5105903;Nobres;0,95;74,274;
MT;5106000;Nortelândia;0,65;79,059;
MT;5106109;Nossa Senhora do Livramento;0,48;51,748;
MT;5106158;Nova Bandeirantes;;82,338;
MT;5106174;Nova Nazaré;;;
MT;5106182;Nova Lacerda;;68,999;
MT;5106190;Nova Santa Helena;;;
MT;5106208;Nova Brasilândia;0,57;67,624;
MT;5106216;Nova Canaã do Norte;0,78;75,374;
MT;5106224;Nova Mutum;1,3;88,093;
MT;5106232;Nova Olímpia;1;70,946;
MT;5106240;Nova Ubiratã;;80,952;
MT;5106257;Nova Xavantina;0,91;79,388;
MT;5106265;Novo Mundo;;66,377;
MT;5106273;Novo Horizonte do Norte;0,53;72,317;
MT;5106281;Novo São Joaquim;0,78;75;
MT;5106299;Paranaíta;1,3;79,03;
MT;5106307;Paranatinga;0,72;75,96;
MT;5106315;Novo Santo Antônio;;;
MT;5106372;Pedra Preta;1,01;70,611;
MT;5106422;Peixoto de Azevedo;1,74;72,326;
MT;5106455;Planalto da Serra;;67,763;
MT;5106505;Poconé;0,99;67,259;
MT;5106653;Pontal do Araguaia;;75,904;
MT;5106703;Ponte Branca;0,66;76,254;
MT;5106752;Pontes e Lacerda;1,08;76,021;
MT;5106778;Porto Alegre do Norte;0,57;75,815;
MT;5106802;Porto dos Gaúchos;0,71;80,979;
MT;5106828;Porto Esperidião;0,76;72,182;
MT;5106851;Porto Estrela;;56,525;
MT;5107008;Poxoréo;0,76;71,86;
MT;5107040;Primavera do Leste;1,68;88,952;
MT;5107065;Querência;;69,823;
MT;5107107;São José dos Quatro Marcos;0,8;75,858;
MT;5107156;Reserva do Cabaçal;0,51;66,934;
MT;5107180;Ribeirão Cascalheira;0,8;73,864;
MT;5107198;Ribeirãozinho;;72,3;
MT;5107206;Rio Branco;0,73;70,729;
MT;5107248;Santa Carmem;;86,645;
MT;5107263;Santo Afonso;;70,256;
MT;5107297;São José do Povo;;72,083;
MT;5107305;São José do Rio Claro;1,2;74,899;
MT;5107354;São José do Xingu;;69,29;
MT;5107404;São Pedro da Cipa;;69,762;
MT;5107578;Rondolândia;;;
MT;5107602;Rondonópolis;1,27;83,54;
MT;5107701;Rosário Oeste;0,58;68,141;
MT;5107743;Santa Cruz do Xingu;;;
MT;5107750;Salto do Céu;0,56;58,373;
MT;5107768;Santa Rita do Trivelato;;;
MT;5107776;Santa Terezinha;0,46;65,794;
MT;5107792;Santo Antônio do Leste;;;
MT;5107800;Santo Antônio do Leverger;0,53;61,744;
MT;5107859;São Félix do Araguaia;0,85;73,593;
MT;5107875;Sapezal;;92,063;
MT;5107883;Serra Nova Dourada;;;
MT;5107909;Sinop;1,7;89,1;
MT;5107925;Sorriso;1,83;91,622;
MT;5107941;Tabaporã;;79,569;
MT;5107958;Tangará da Serra;1,19;80,665;
MT;5108006;Tapurah;1,24;85,729;
MT;5108055;Terra Nova do Norte;0,83;82,125;
MT;5108105;Tesouro;0,67;70,241;
MT;5108204;Torixoréu;0,93;78,824;
MT;5108303;União do Sul;;86,823;
MT;5108352;Vale de São Domingos;;;
MT;5108402;Várzea Grande;0,96;85,357;
MT;5108501;Vera;1,93;83,04;
MT;5108600;Vila Rica;1,22;81,972;
MT;5108808;Nova Guarita;;78,143;
MT;5108857;Nova Marilândia;;70,598;
MT;5108907;Nova Maringá;;76,242;
MT;5108956;Nova Monte verde;;82,167;
MT;5199919;São Gonçalo;;;
PA;1500107;Abaetetuba;0,5;68,744;
PA;1500131;Abel Figueiredo;;61,007;
PA;1500206;Acará;0,68;52,201;
PA;1500305;Afuá;0,41;46,424;
PA;1500347;Água Azul do Norte;;50,725;
PA;1500404;Alenquer;0,41;74,823;
PA;1500503;Almeirim;0,89;73,152;
PA;1500602;Altamira;0,87;68,983;
PA;1500701;Anajás;0,45;35,869;
PA;1500800;Ananindeua;0,92;92,045;
PA;1500859;Anapu;;51,997;
PA;1500909;Augusto Corrêa;0,28;55,086;
PA;1500958;Aurora do Pará;;50,41;
PA;1501006;Aveiro;0,3;71,03;
PA;1501105;Bagre;0,33;51,549;
PA;1501204;Baião;0,32;73,497;
PA;1501253;Bannach;;67,226;
PA;1501303;Barcarena;0,84;81,203;
PA;1501402;Belém;1,49;92,673;
PA;1501451;Belterra;;72,949;
PA;1501501;Benevides;0,5;82,687;
PA;1501576;Bom Jesus do Tocantins;0,64;56,061;
PA;1501600;Bonito;0,37;50,448;
PA;1501709;Bragança;0,41;67,978;
PA;1501725;Brasil Novo;;66,256;
PA;1501758;Brejo Grande do Araguaia;0,31;57,585;
PA;1501782;Breu Branco;;59,003;
PA;1501808;Breves;0,43;51,735;
PA;1501907;Bujaru;0,45;64,464;
PA;1501956;Cachoeira do Piriá;;48,719;
PA;1502004;Cachoeira do Arari;0,41;69,803;
PA;1502103;Cametá;0,35;76,913;
PA;1502152;Canaã dos Carajás;;62,805;
PA;1502202;Capanema;0,71;74,313;
PA;1502301;Capitão Poço;0,38;49,826;
PA;1502400;Castanhal;0,8;81,422;
PA;1502509;Chaves;0,36;55,035;
PA;1502608;Colares;0,38;77,693;
PA;1502707;Conceição do Araguaia;0,6;71,879;
PA;1502756;Concórdia do Pará;0,64;54,661;
PA;1502764;Cumaru do Norte;;63,658;
PA;1502772;Curionópolis;0,76;61,914;
PA;1502806;Curralinho;0,48;56,974;
PA;1502855;Curuá;;68,348;
PA;1502905;Curuçá;0,29;79,225;
PA;1502939;Dom Eliseu;0,69;52,076;
PA;1502954;Eldorado dos Carajás;;52,62;
PA;1503002;Faro;0,32;72,015;
PA;1503044;Floresta do Araguaia;;57,78;
PA;1503077;Garrafão do Norte;0,33;40,309;
PA;1503093;Goianésia do Pará;;48,403;
PA;1503101;Gurupá;0,36;49,932;
PA;1503200;Igarapé-Açu;0,51;66,557;
PA;1503309;Igarapé-Miri;0,43;65,894;
PA;1503408;Inhangapi;0,47;63,887;
PA;1503457;Ipixuna do Pará;;51,806;
PA;1503507;Irituia;0,38;65,808;
PA;1503606;Itaituba;0,95;69,021;
PA;1503705;Itupiranga;0,39;52,487;
PA;1503754;Jacareacanga;;37,914;
PA;1503804;Jacundá;0,61;63,798;
PA;1503903;Juruti;0,38;76,848;
PA;1504000;Limoeiro do Ajuru;0,38;70,209;
PA;1504059;Mãe do Rio;0,56;69,48;
PA;1504109;Magalhães Barata;0,31;78,912;
PA;1504208;Marabá;0,76;75,369;
PA;1504307;Maracanã;0,35;76,052;
PA;1504406;Marapanim;0,42;80,507;
PA;1504422;Marituba;;83,553;
PA;1504455;Medicilândia;0,62;65,238;
PA;1504505;Melgaço;0,35;33,793;
PA;1504604;Mocajuba;0,41;80,67;
PA;1504703;Moju;0,42;57,896;
PA;1504752;Mojuí dos Campos;;;
PA;1504802;Monte Alegre;0,44;72,004;
PA;1504901;Muaná;0,37;71,281;
PA;1504950;Nova Esperança do Piriá;;54,029;
PA;1504976;Nova Ipixuna;;51,414;
PA;1505007;Nova Timboteua;0,46;64,143;
PA;1505031;Novo Progresso;;72,758;
PA;1505064;Novo Repartimento;;52,271;
PA;1505106;Óbidos;0,47;76,399;
PA;1505205;Oeiras do Pará;0,46;62,869;
PA;1505304;Oriximiná;0,63;80,703;
PA;1505403;Ourém;0,36;60,077;
